Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
hubpages.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
deadspin.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
digg.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,8,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
500px.com,0,0,1,3,0,0,1,0,0,1,1,0,0,1,0,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
infospace.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
slashdot.org,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
mediaset.it,0,0,1,3,0,0,0,0,0,0,1,0,0,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
ap.org,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
ecnavi.jp,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,1
soundcloud.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
jalopnik.com,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1
onedio.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
abcnews.go.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
patch.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1
,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
interpark.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,1
,0,0,1,7,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
mic.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
motthegioi.vn,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,7,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,8,0,0,0,0,0,1,1,1,1,1,1,1
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
olx.ro,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
nhs.uk,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,1,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,0,1,0,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
otomoto.pl,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1
,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
